customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
5940-NFXKV,True,Male,False,True,True,19,Month-to-month,True,Electronic check,83.65,1465.75,True,Yes,Fiber optic,No,No,No,No,No,Yes
5944-UGLLK,False,Male,False,False,False,53,One year,False,Credit card (automatic),54.9,3045.75,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
5945-AZYHT,False,Male,False,True,False,71,One year,True,Electronic check,109.6,7854.15,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5947-SGKCL,False,Female,False,True,True,15,Month-to-month,True,Bank transfer (automatic),105.35,1559.25,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5948-UJZLF,False,Male,False,False,False,2,Month-to-month,False,Mailed check,49.25,97.0,True,No,DSL,No,Yes,No,No,No,No
5949-EBSQK,True,Male,False,True,True,4,Month-to-month,False,Credit card (automatic),61.45,229.55,True,No,DSL,No,No,No,Yes,No,Yes
5949-HGVJL,False,Female,False,True,False,26,Month-to-month,True,Electronic check,73.05,1959.5,True,No,DSL,No,Yes,No,Yes,Yes,Yes
5949-XIKAE,True,Female,False,True,True,8,Month-to-month,True,Electronic check,83.55,680.05,True,No,Fiber optic,No,Yes,No,No,Yes,No
5950-AAAGJ,False,Male,False,False,False,18,Month-to-month,False,Bank transfer (automatic),84.3,1537.9,True,Yes,Fiber optic,No,No,No,No,Yes,No
5951-AOFIH,False,Male,False,False,False,33,Month-to-month,True,Credit card (automatic),66.4,2245.4,True,No,DSL,No,Yes,Yes,No,Yes,No
5954-BDFSG,False,Female,False,False,False,72,Two year,True,Credit card (automatic),107.5,7853.7,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5955-EPOAZ,False,Female,False,False,False,6,Month-to-month,True,Mailed check,20.95,109.5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5955-ERIHD,True,Male,False,True,False,18,Month-to-month,True,Electronic check,94.7,1687.95,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
5956-VKDTT,True,Female,True,True,False,5,Month-to-month,True,Electronic check,74.35,334.8,True,Yes,Fiber optic,No,No,No,No,No,No
5956-YHHRX,False,Male,True,False,False,21,Month-to-month,True,Electronic check,104.35,2271.85,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5959-BELXA,True,Male,True,False,False,32,Month-to-month,True,Credit card (automatic),96.15,3019.25,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
5960-MVTUK,False,Male,False,False,False,3,Month-to-month,True,Electronic check,29.75,96.85,False,No phone service,DSL,No,No,No,Yes,No,No
5960-WPXQM,True,Male,False,False,False,1,Month-to-month,True,Electronic check,79.05,79.05,True,No,Fiber optic,No,No,No,No,Yes,No
5961-VUSRV,False,Female,False,False,False,12,One year,True,Bank transfer (automatic),19.35,219.35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5965-GGPRW,False,Male,False,True,True,72,Two year,False,Bank transfer (automatic),105.25,7609.75,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5966-EMAZU,False,Male,False,True,False,64,One year,True,Mailed check,108.5,6880.85,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5968-HYJRZ,False,Male,False,True,True,47,Two year,False,Mailed check,24.55,1160.45,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5968-VXZLG,False,Male,False,False,False,2,Month-to-month,True,Bank transfer (automatic),46.6,87.9,True,No,DSL,No,No,No,No,No,No
5968-XQIVE,False,Male,False,True,True,72,One year,True,Electronic check,89.7,6588.95,True,Yes,Fiber optic,No,Yes,No,No,Yes,No
5970-GHJAW,False,Male,False,True,True,46,Two year,False,Credit card (automatic),19.95,862.4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5973-EJGDP,False,Male,False,False,False,51,Month-to-month,True,Electronic check,87.35,4473.0,True,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
5975-BAICR,False,Male,False,True,True,36,One year,True,Credit card (automatic),63.7,2188.5,True,No,DSL,Yes,No,Yes,No,No,Yes
5976-JCJRH,True,Male,False,True,False,10,Month-to-month,True,Electronic check,70.3,738.2,True,No,Fiber optic,No,No,No,No,No,No
5977-CKHON,False,Female,False,True,True,43,Month-to-month,True,Bank transfer (automatic),92.55,4039.0,True,Yes,Fiber optic,No,No,Yes,No,No,Yes
5980-BDHPY,False,Male,False,True,False,72,Two year,True,Bank transfer (automatic),87.1,6230.1,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5980-NOPLP,True,Female,False,True,False,44,Month-to-month,True,Electronic check,96.1,4364.1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
5981-ITEMU,True,Male,False,True,False,40,Month-to-month,True,Bank transfer (automatic),97.1,3706.95,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
5981-ZVXOT,False,Female,True,False,False,35,One year,True,Electronic check,108.35,3726.15,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5982-FPVQN,False,Female,False,True,True,37,Month-to-month,True,Electronic check,95.15,3532.85,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
5982-PSMKW,False,Female,False,True,True,23,Two year,True,Credit card (automatic),91.1,2198.3,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5982-XMDEX,False,Female,False,False,False,65,Two year,False,Bank transfer (automatic),26.5,1698.55,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5985-BEHZK,False,Female,True,True,False,72,One year,False,Credit card (automatic),105.0,7578.05,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5985-TBABQ,False,Female,False,False,False,32,One year,False,Mailed check,74.75,2282.95,True,Yes,DSL,Yes,No,No,No,Yes,Yes
5986-WWXDV,False,Male,False,False,True,39,One year,False,Bank transfer (automatic),19.35,779.2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5989-AXPUC,False,Female,False,True,False,68,Two year,False,Mailed check,118.6,7990.05,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5989-OMNJE,False,Female,False,True,True,24,One year,False,Electronic check,57.6,1367.75,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
5989-PGKJB,False,Female,False,False,False,16,Month-to-month,True,Electronic check,86.25,1340.1,True,No,Fiber optic,No,Yes,No,No,No,Yes
5993-BQHEA,False,Male,False,False,False,12,One year,False,Credit card (automatic),20.05,267.0,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5993-JSUWV,False,Female,False,False,False,66,Two year,True,Bank transfer (automatic),61.15,4017.45,True,No,DSL,Yes,Yes,Yes,No,No,No
5995-LFTLE,False,Male,False,False,False,58,Two year,True,Credit card (automatic),25.3,1474.35,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5995-OIGLP,True,Male,False,False,False,12,Month-to-month,False,Mailed check,56.65,654.85,True,No,DSL,Yes,No,No,Yes,No,No
5995-SNNEW,False,Male,True,True,False,23,Month-to-month,True,Electronic check,104.45,2184.85,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5995-WWKKG,False,Female,False,False,False,37,One year,True,Electronic check,19.8,695.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5996-DAOQL,False,Male,False,False,False,1,Month-to-month,True,Mailed check,20.45,20.45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5996-EBTKM,False,Female,False,True,True,67,Two year,True,Bank transfer (automatic),69.9,4615.9,True,Yes,DSL,No,No,Yes,Yes,No,Yes
5996-NRVXR,False,Male,True,True,False,40,One year,True,Credit card (automatic),98.15,4116.8,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
5997-OPVFA,False,Male,False,True,False,72,Two year,True,Bank transfer (automatic),89.05,6254.45,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5998-DZLYR,False,Female,False,True,False,61,Two year,True,Bank transfer (automatic),94.35,5703.0,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
5998-VVEJY,True,Male,False,False,False,26,Month-to-month,True,Electronic check,80.5,2088.8,True,Yes,Fiber optic,No,No,No,Yes,No,No
5999-LCXAO,False,Female,False,False,False,1,Month-to-month,False,Mailed check,29.9,29.9,False,No phone service,DSL,Yes,No,No,No,No,No
6000-APYLU,True,Male,False,False,False,9,Month-to-month,True,Electronic check,80.8,713.1,True,No,Fiber optic,No,No,No,No,No,Yes
6000-UKLWI,False,Male,False,False,False,41,Two year,False,Mailed check,20.15,802.35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6005-OBZPH,True,Female,True,False,False,26,Month-to-month,True,Electronic check,89.15,2277.65,True,Yes,Fiber optic,No,Yes,No,No,Yes,No
6007-TCTST,False,Female,False,True,True,72,Two year,True,Bank transfer (automatic),115.8,8476.5,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6008-NAIXK,False,Male,True,False,False,54,One year,True,Electronic check,55.45,2966.95,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
6010-DDPPW,False,Male,False,True,False,70,Two year,False,Bank transfer (automatic),25.15,1940.85,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6013-BHCAW,False,Male,False,True,True,61,Two year,True,Bank transfer (automatic),81.0,4976.15,True,Yes,DSL,No,No,Yes,Yes,Yes,Yes
6015-VVHHE,True,Female,True,False,False,5,Month-to-month,True,Credit card (automatic),83.15,446.05,True,Yes,Fiber optic,No,No,No,No,Yes,No
6016-LVTJQ,False,Female,False,True,True,34,Month-to-month,False,Mailed check,20.65,716.4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6016-NXBNJ,False,Male,False,False,False,35,One year,True,Mailed check,19.15,638.0,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6017-PPLPX,True,Male,False,True,True,20,Month-to-month,True,Electronic check,70.45,1470.95,True,No,Fiber optic,No,No,No,No,No,No
6022-KOUQO,False,Female,False,True,True,2,Month-to-month,False,Bank transfer (automatic),29.05,44.75,False,No phone service,DSL,No,No,No,Yes,No,No
6022-UGGSO,True,Female,True,False,False,32,Month-to-month,True,Electronic check,74.4,2276.95,True,No,Fiber optic,No,Yes,No,No,No,No
6023-GSSXW,False,Female,False,True,False,69,Two year,True,Credit card (automatic),61.45,4131.2,True,No,DSL,No,Yes,No,No,No,Yes
6023-YEBUP,True,Male,False,False,False,3,Month-to-month,True,Electronic check,100.95,329.95,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6024-RUGGH,False,Male,False,True,True,72,Two year,True,Bank transfer (automatic),25.2,1798.9,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6029-CSMJE,False,Male,False,False,False,17,Month-to-month,True,Mailed check,25.65,440.2,False,No phone service,DSL,No,No,No,No,No,No
6029-WTIPC,True,Male,True,False,False,37,Month-to-month,True,Electronic check,101.1,3744.05,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6030-REHUX,False,Female,True,True,False,28,Month-to-month,True,Electronic check,110.85,3204.4,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6032-IGALN,True,Female,False,False,False,1,Month-to-month,True,Mailed check,25.1,25.1,False,No phone service,DSL,No,No,No,No,No,No
6032-KRXXO,True,Male,False,False,False,30,Month-to-month,True,Electronic check,90.25,2755.35,True,No,Fiber optic,No,No,No,No,Yes,Yes
6034-YMTOB,False,Female,False,False,False,5,Month-to-month,True,Mailed check,75.65,399.45,True,No,Fiber optic,No,No,No,Yes,No,No
6034-ZRYCV,True,Female,False,True,False,72,Two year,True,Electronic check,54.2,3937.45,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
6035-BXTTY,False,Female,True,False,False,32,Month-to-month,False,Bank transfer (automatic),54.65,1830.1,True,No,DSL,No,Yes,No,Yes,No,No
6035-RIIOM,False,Female,False,False,False,54,Two year,True,Bank transfer (automatic),97.2,5129.45,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6036-TTFYU,False,Female,False,True,False,16,Month-to-month,False,Mailed check,19.6,314.45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6038-GCYEC,True,Female,False,False,False,24,Month-to-month,True,Credit card (automatic),54.15,1240.25,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
6040-CGACY,False,Female,False,False,False,15,Month-to-month,False,Mailed check,19.6,299.4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6047-SUHPR,False,Male,False,True,True,39,One year,False,Electronic check,59.8,2343.85,True,No,DSL,Yes,Yes,Yes,No,No,No
6047-YHPVI,True,Male,False,False,False,5,Month-to-month,True,Electronic check,69.7,316.9,True,No,Fiber optic,No,No,No,No,No,No
6048-NJXHX,False,Male,False,True,False,41,Two year,True,Electronic check,19.75,899.45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6048-QBXKL,False,Female,True,False,False,2,Month-to-month,True,Credit card (automatic),56.55,118.25,True,Yes,DSL,No,Yes,No,No,No,No
6048-UWKAL,False,Female,True,True,False,69,Two year,False,Credit card (automatic),105.4,6998.95,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
6050-FFXES,False,Female,False,True,False,69,Two year,False,Bank transfer (automatic),105.35,7240.65,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
6050-IJRHS,False,Female,False,True,True,70,One year,True,Electronic check,106.5,7397.0,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6051-PTVNS,False,Female,False,True,True,55,One year,False,Credit card (automatic),19.15,998.1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6060-DRTNL,True,Female,True,False,False,5,Month-to-month,True,Mailed check,84.85,415.55,True,No,Fiber optic,No,No,Yes,No,Yes,No
6060-QBMGV,False,Male,False,True,False,70,Two year,False,Credit card (automatic),19.85,1433.8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6061-GWWAV,False,Male,False,False,True,41,One year,False,Mailed check,70.2,2894.55,True,No,DSL,Yes,Yes,Yes,No,Yes,No
6061-PQHMK,False,Female,False,False,False,25,One year,False,Credit card (automatic),19.9,527.5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6064-PUPMC,False,Male,False,True,True,23,One year,False,Credit card (automatic),57.2,1423.35,True,No,DSL,Yes,No,No,Yes,No,No
6064-ZATLR,False,Female,False,False,False,27,Two year,False,Bank transfer (automatic),52.85,1498.65,True,No,DSL,Yes,Yes,No,No,No,No
6067-NGCEU,False,Female,False,False,False,65,Month-to-month,True,Credit card (automatic),111.05,7107.0,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6072-NUQCB,False,Male,False,True,True,22,One year,False,Bank transfer (automatic),20.25,488.25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6075-QMNRR,False,Female,False,False,False,52,Month-to-month,True,Bank transfer (automatic),49.75,2535.55,True,No,DSL,Yes,No,No,No,No,No
6075-SLNIL,False,Male,False,False,False,38,Month-to-month,True,Credit card (automatic),95.1,3691.2,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
6077-BDPXA,False,Female,False,False,False,3,Month-to-month,True,Electronic check,70.15,194.2,True,No,Fiber optic,No,No,No,No,No,No
6078-VESFR,False,Male,True,True,False,13,Month-to-month,False,Bank transfer (automatic),70.45,849.1,True,No,Fiber optic,No,No,No,No,No,No
6080-LNESI,False,Male,False,False,False,51,Two year,False,Mailed check,24.75,1234.6,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6080-TCMYC,False,Male,False,True,True,40,Month-to-month,True,Electronic check,81.2,3292.3,True,Yes,Fiber optic,No,No,Yes,No,No,No
6082-GLJIX,False,Male,False,False,False,18,Month-to-month,False,Mailed check,19.25,331.35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6082-OQFBA,False,Male,False,True,True,23,One year,False,Mailed check,19.65,436.9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6086-ESGRL,True,Female,False,False,False,1,Month-to-month,False,Credit card (automatic),80.15,80.15,True,No,Fiber optic,No,No,No,No,No,Yes
6087-MVHJH,True,Female,False,False,False,16,Month-to-month,True,Electronic check,88.45,1422.1,True,Yes,Fiber optic,No,No,Yes,No,No,Yes
6087-YPWHO,False,Male,False,True,False,72,Two year,False,Mailed check,68.15,4808.7,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No
6088-BXMRG,False,Female,False,True,True,32,Month-to-month,True,Electronic check,98.85,3089.6,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6092-QZVPP,False,Male,False,False,False,36,Month-to-month,True,Credit card (automatic),79.2,2854.95,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes
6094-ZIVKX,False,Female,False,False,False,68,One year,True,Credit card (automatic),54.45,3674.95,True,No,DSL,Yes,No,Yes,No,No,No
6096-EGVTU,False,Female,False,True,True,64,One year,False,Mailed check,24.9,1595.5,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6097-EQISJ,True,Female,False,True,True,66,One year,True,Credit card (automatic),102.45,6615.15,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6100-FJZDG,False,Male,False,True,True,26,One year,True,Bank transfer (automatic),20.05,505.9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6100-QQHEB,True,Male,False,True,True,17,Month-to-month,True,Electronic check,92.55,1515.1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
6101-IMRMM,True,Male,False,False,True,6,Month-to-month,False,Mailed check,94.5,575.45,True,No,Fiber optic,No,No,Yes,No,Yes,Yes
6103-BOCOU,False,Female,False,False,False,26,Month-to-month,True,Electronic check,80.7,2193.0,True,Yes,Fiber optic,No,No,Yes,No,No,No
6103-LIANB,False,Male,False,True,True,59,Two year,True,Credit card (automatic),99.5,5861.75,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6103-QCKFX,False,Female,False,True,True,44,Month-to-month,False,Bank transfer (automatic),56.25,2419.55,True,No,DSL,Yes,No,No,Yes,No,No
6108-OQZDQ,True,Female,False,True,True,4,Month-to-month,True,Electronic check,97.95,384.5,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6110-OHIHY,True,Male,False,False,False,3,Month-to-month,False,Electronic check,79.25,267.6,True,No,Fiber optic,No,No,No,No,Yes,No
6112-KTHFQ,False,Female,False,False,False,13,Month-to-month,True,Mailed check,19.3,279.3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6114-TCFID,False,Female,False,False,False,29,One year,False,Credit card (automatic),39.5,1082.75,False,No phone service,DSL,Yes,Yes,No,Yes,No,No
6115-ZTBFQ,False,Female,False,True,False,72,Two year,False,Bank transfer (automatic),65.5,4919.7,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6116-RFVHN,False,Female,False,True,False,34,Month-to-month,True,Electronic check,100.45,3414.65,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6119-SPUDB,False,Male,False,False,False,46,Two year,False,Mailed check,38.25,1755.35,False,No phone service,DSL,Yes,No,Yes,Yes,No,No
6120-RJKLU,False,Female,True,True,False,62,Two year,True,Credit card (automatic),79.95,4819.75,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes
6121-TNHBO,False,Female,True,False,False,63,One year,False,Bank transfer (automatic),83.0,5243.05,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
6121-VZNQB,True,Female,False,False,False,1,Month-to-month,True,Mailed check,19.1,19.1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6122-EFVKN,False,Male,False,False,True,24,Two year,False,Mailed check,35.75,830.8,False,No phone service,DSL,Yes,No,No,Yes,No,No
6122-LJADA,False,Male,False,True,True,70,Two year,True,Credit card (automatic),90.15,6237.05,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6124-ACRHJ,False,Female,False,False,False,1,Month-to-month,False,Mailed check,19.75,19.75,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6127-ISGTU,True,Female,False,True,False,16,Month-to-month,True,Electronic check,84.95,1378.25,True,Yes,Fiber optic,No,No,No,No,Yes,No
6127-IYJOZ,False,Male,True,False,False,1,Month-to-month,True,Mailed check,45.85,45.85,True,No,DSL,No,No,No,No,No,No
6128-AQBMT,False,Male,True,True,False,41,Month-to-month,True,Electronic check,53.95,2215.4,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
6128-CZOMY,True,Female,False,False,False,1,Month-to-month,True,Electronic check,45.65,45.65,True,No,DSL,No,No,No,No,No,No
6128-DAFVY,False,Female,False,False,False,56,Month-to-month,True,Credit card (automatic),44.85,2564.95,False,No phone service,DSL,No,No,No,No,Yes,Yes
6131-FOYAS,False,Male,False,False,False,35,Month-to-month,True,Electronic check,59.6,2094.9,True,Yes,DSL,Yes,No,Yes,No,No,No
6131-IUNXN,False,Female,False,True,True,19,Month-to-month,False,Mailed check,20.2,382.2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6131-JLWZM,False,Female,False,False,False,13,Month-to-month,True,Mailed check,20.3,275.4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6133-OZILE,False,Female,False,False,False,18,Month-to-month,True,Electronic check,35.2,607.3,False,No phone service,DSL,No,No,Yes,Yes,No,No
6134-KWTBV,False,Male,False,False,False,62,Two year,False,Bank transfer (automatic),23.4,1429.65,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6135-OZQVA,False,Female,False,False,False,7,Month-to-month,True,Electronic check,53.65,404.35,True,Yes,DSL,Yes,No,No,No,No,No
6137-MFAJN,False,Female,False,False,False,48,Month-to-month,True,Electronic check,44.8,2104.55,False,No phone service,DSL,Yes,Yes,No,No,Yes,No
6137-NICCO,False,Female,False,True,True,6,Month-to-month,True,Mailed check,94.05,518.75,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
6139-ZZRBQ,False,Male,True,False,False,64,Two year,True,Bank transfer (automatic),20.05,1198.05,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6140-QNRQQ,True,Male,False,False,False,1,Month-to-month,True,Mailed check,71.55,71.55,True,No,Fiber optic,No,No,No,No,No,No
6141-OOXUQ,True,Male,False,False,False,1,Month-to-month,False,Mailed check,19.65,19.65,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6142-VSJQO,True,Female,False,True,True,1,Month-to-month,True,Bank transfer (automatic),44.35,44.35,True,No,DSL,No,No,No,No,No,No
6143-JQKEA,False,Male,False,False,False,10,Month-to-month,True,Credit card (automatic),45.8,436.2,True,No,DSL,No,No,No,No,No,No
6145-NNPNO,False,Female,False,False,False,1,Month-to-month,False,Bank transfer (automatic),44.15,44.15,True,No,DSL,No,No,No,No,No,No
6147-CBCRA,False,Female,False,True,False,33,Month-to-month,False,Mailed check,20.05,669.45,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6152-ONASV,False,Female,False,True,False,68,One year,False,Bank transfer (automatic),58.25,3975.7,True,Yes,DSL,Yes,No,No,Yes,No,No
6156-UZDLF,False,Female,False,False,False,26,One year,True,Credit card (automatic),87.15,2274.1,True,No,Fiber optic,Yes,No,Yes,Yes,No,No
6158-DWPZT,True,Male,False,True,False,9,One year,False,Bank transfer (automatic),24.1,259.8,False,No phone service,DSL,No,No,No,No,No,No
6158-HDPXZ,False,Male,False,False,False,1,Month-to-month,False,Mailed check,25.35,25.35,False,No phone service,DSL,No,No,No,No,No,No
6161-ERDGD,False,Male,False,True,True,71,One year,False,Electronic check,85.45,6300.85,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
6161-UUUTA,True,Male,True,False,False,3,Month-to-month,True,Electronic check,79.9,260.9,True,No,Fiber optic,No,No,No,No,Yes,No
6164-HAQTX,False,Male,False,False,False,71,Two year,False,Bank transfer (automatic),53.95,3888.65,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
6164-HXUGH,False,Female,False,True,True,6,Month-to-month,False,Mailed check,19.85,119.3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6166-ILMNY,True,Female,False,False,False,2,Month-to-month,False,Bank transfer (automatic),69.75,144.55,True,No,Fiber optic,No,No,No,No,No,No
6166-YIPFO,False,Male,False,True,False,72,Two year,True,Electronic check,64.7,4746.05,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6168-WFVVF,True,Female,True,False,False,3,Month-to-month,True,Electronic check,70.3,235.5,True,No,Fiber optic,No,No,No,No,No,No
6168-YBYNP,False,Male,False,False,False,59,Month-to-month,True,Electronic check,111.35,6519.75,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6169-PGNCD,False,Female,False,False,False,57,Two year,True,Credit card (automatic),74.3,4166.35,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No
6169-PPETC,False,Male,False,True,True,35,Two year,False,Bank transfer (automatic),20.5,759.35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6171-ZTVYB,False,Male,False,True,False,43,Month-to-month,False,Bank transfer (automatic),66.25,2907.35,True,Yes,DSL,Yes,Yes,No,Yes,No,No
6172-FECYY,True,Male,False,True,True,49,Month-to-month,False,Electronic check,84.5,4254.85,True,Yes,Fiber optic,No,No,No,No,Yes,No
6173-GOLSU,False,Male,True,True,False,67,Month-to-month,True,Credit card (automatic),94.65,6079.0,True,Yes,Fiber optic,No,No,No,No,Yes,Yes
6173-ITPWD,True,Male,False,True,False,47,Month-to-month,True,Bank transfer (automatic),83.35,4065.0,True,Yes,Fiber optic,No,Yes,Yes,No,No,No
6174-NRBTZ,False,Male,False,False,False,46,One year,True,Bank transfer (automatic),30.75,1489.3,False,No phone service,DSL,Yes,No,No,No,No,No
6175-IRFIT,False,Male,False,False,False,5,Month-to-month,False,Mailed check,78.75,426.35,True,No,Fiber optic,No,No,No,No,No,Yes
6176-YJWAS,False,Male,False,True,False,72,Two year,True,Credit card (automatic),97.95,7114.25,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
6177-PEVRA,False,Female,False,False,False,48,Two year,False,Credit card (automatic),55.5,2627.35,True,No,DSL,Yes,Yes,No,No,No,No
6178-KFNHS,True,Female,False,False,True,12,Month-to-month,True,Electronic check,78.3,909.25,True,Yes,Fiber optic,Yes,No,No,No,No,No
6179-GJPSO,True,Female,True,False,False,43,Month-to-month,True,Credit card (automatic),108.15,4600.7,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
6180-YBIQI,False,Male,False,False,False,5,Month-to-month,False,Mailed check,24.3,100.2,False,No phone service,DSL,No,No,No,No,No,No
6181-AXXYF,False,Male,False,True,True,72,Two year,False,Credit card (automatic),24.75,1859.1,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6184-DYUOB,False,Female,False,True,False,3,Month-to-month,True,Mailed check,19.6,55.25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6185-TASNN,False,Male,True,False,False,1,Month-to-month,False,Electronic check,46.3,46.3,True,No,DSL,No,No,No,No,No,No
